Sentences,Presidential_Candidate,State,Final_Sent,Predicted_Sent
They were very pro-President Trump supporters who were here demanding that the votes get counted.,Donald Trump,Arizona,1,1
"So far, all I've heard from the Dems is that second part, that Congress and Donald Trump failed by scuttling that border security bill.",Donald Trump,Arizona,-1,-1
They need to go further and admit their mistakes and figure out how they're going to fix them.,Donald Trump,Arizona,0,0
Not to mention the mega event where we have personalities like former President Donald Trump as well as Tucker Carlson.,Donald Trump,Arizona,1,1
"Obviously, things have really changed and not changed, so both polls, we had Trump ahead.",Donald Trump,Arizona,1,1
"So right now, 92% of the vote is going, of Trump's vote is among Republicans.",Donald Trump,Arizona,1,0
Trump's getting the men vote by 11 points.,Donald Trump,Arizona,1,1
So Trump is winning the much larger voters who don't have a college degree.,Donald Trump,Arizona,1,1
He's winning them by 16 points.,Donald Trump,Arizona,1,1
"And that's the older voters, they're currently breaking to Trump's favor more so than than younger voters are.",Donald Trump,Arizona,1,1
Trump's winning Arizona right now slightly.,Donald Trump,Arizona,1,1
"It's a toss up, but he's still winning and she's losing by almost double digits.",Donald Trump,Arizona,1,-1
"So how is it that Trump is ahead in this state: it's because, you know, I think voters in Arizona, at least in terms of how they remember things, they remember things being better under Trump.",Donald Trump,Arizona,1,1
She needs to narrow that gap and Trump needs to keep her from doing that.,Donald Trump,Arizona,0,0
"It turns out the state grand jury out in Arizona that was investigating the crimes of Trump and company, crimes designed to interfere with the election results in Arizona, that grand jury wanted to indict Donald Trump for his alleged election interference crimes, but the state prosecutors in Arizona told the grand jury to stand down, told them no, told them not to indict Donald Trump.",Donald Trump,Arizona,-1,-1
"This from CNN, headline, Arizona grand jurors wanted to indict Trump, prosecutors urged them not to.",Donald Trump,Arizona,-1,-1
"That article begins, members of the grand jury in Arizona that indicted 18 allies of Donald Trump earlier this year for their alleged roles in attempting to overturn the 2020 election had also expressed interest in charging the former president according to a new court filing.",Donald Trump,Arizona,-1,-1
So yes Donald Trump is charged federally in DC for any number of crimes designed to overturn the 2020 election results but you know the Arizona state court prosecutors and the people of Arizona have a right to see Donald Trump held accountable for his violation of Arizona state laws including election laws.,Donald Trump,Arizona,-1,-1
Donald Trump's answer to the financial pressures you face is the same as the last time.,Donald Trump,Arizona,-1,-1
And this time his plan is a 20% national sales tax on everything you buy that is imported.,Donald Trump,Arizona,-1,-1
"Clothes, food, toys, cell phones, a Trump sales tax according to the economist would cost the average American family an additional $4,000 a year.",Donald Trump,Arizona,-1,-1
"And on top of that, Donald Trump still wants to get rid of the Affordable Care Act.",Donald Trump,Arizona,-1,-1
"Last night in Arizona, former President Trump suggested Cheney should have guns trained on her.",Donald Trump,Arizona,-1,-1
"Let's see, real clear politics, they've got Trump up by one point.",Donald Trump,Arizona,1,0
"Which, let's be real, that's basically a tie at this stage.",Donald Trump,Arizona,0,0
"Basically, yeah, and then 538, they give him a little bit more of an edge, a two-point lead.",Donald Trump,Arizona,1,1
"So like, what do we even do with all that, honestly, it's enough to make your head spin, right: and then you've got the NYTC on a poll, that one showing Trump with a five-point lead.",Donald Trump,Arizona,1,1
"I mean, take Trump.",Donald Trump,Arizona,1,1
And he's reaching an audience that really cares about things like budgeting and saving.,Donald Trump,Arizona,1,1
"Trump is sticking to his guns, going hard on that whole border security message.",Donald Trump,Arizona,1,1
"Trump, he hasn't really focused on water that much.",Donald Trump,Arizona,-1,-1
We need to get people out to vote for Donald Trump.,Donald Trump,Arizona,1,0
"This is what we're up against, and for people who say, I don't know, I don't know if I can vote for Donald Trump, the one thing that you cannot question is his children.",Donald Trump,Arizona,1,-1
His children love him and honor him.,Donald Trump,Arizona,1,1
"And in the affluent outskirts of cities like Phoenix and Arizona, it's Republican women in particular who are huddling together, agonising over iced tea, and the big question, should they  vote with their conscience and ditch Donald Trump, or stay loyal to their party: you'd think the decision would be easy, and yet you're not going to vote for Donald Trump.",Donald Trump,Arizona,1,1
"He's not conservative, he's not stable.",Donald Trump,Arizona,-1,-1
"You don't feel safe, i really don't, physically safe, why? Because the level of vitriol and the level of emotion that these people that hold these seats with us have towards us for not supporting Trump, it's emotional and it's physical.",Donald Trump,Arizona,-1,-1
So Lisa was always voting Democrat this time as a protest against Trump.,Donald Trump,Arizona,-1,0
"Now let's take a closer look at what Westerlyn just said Maricopa County Arizona in general, like he said, very tight Maricopa County was very, very tight when we look at the stats here from 2020 Donald or President Joe Biden took the county by about 45,000 votes.",Donald Trump,Arizona,0,0
We're well aware of his faults and many of us have concluded that he is ineligible to be the president of the United States.,Donald Trump,Arizona,-1,-1
Michael Steele is a dear friend and others who I know their values don't align with Donald Trump.,Donald Trump,Arizona,-1,-1
"I mean, we've seen all the Senate Republicans that when they were initially giving their thoughts about Donald Trump, couldn't have been more condemning.",Donald Trump,Arizona,-1,-1
"And as far as his character and their predictions for a total failure and the loss of the soul of the Republican Party, if they were elected, you've seen all those things come to pass.",Donald Trump,Arizona,-1,-1
"But again, they step up and defend him.",Donald Trump,Arizona,1,1
"So you can only conclude that, you know, the political price to be paid for crossing Donald Trump is the end of you.",Donald Trump,Arizona,-1,-1
"And what that used to mean to you, Donald Trump is defeated and there's a chance to rebuild the Republican Party.",Donald Trump,Arizona,-1,-1
"The list includes Trump's fake electors, some of his closest allies, so 11 are fraudulent electors.",Donald Trump,Arizona,-1,-1
"Even after Trump had lost all of his election cases, some of them were still pressuring their state lawmakers and the vice president Mike Pence to overturn the election.",Donald Trump,Arizona,-1,-1
"And on top of that, you had conversations going on about how they were going to use one of Trump's election lawsuits as cover for signing these documents.",Donald Trump,Arizona,-1,-1
They're also all related to this fake electors plot.,Donald Trump,Arizona,-1,-1
They've all been charged with the same nine counts.,Donald Trump,Arizona,-1,-1
So there are some really dumb ideas that are being floated by the Republican Party and by President Trump right now.,Donald Trump,Arizona,-1,-1
"So again, he is an interesting voice here because he really highlights and represents the divide that exists within the Republican Party here in Arizona and beyond with moderate Republicans worried about the former president.",Donald Trump,Arizona,-1,1
"Number two, defeat Donald Trump, number three, fight for a better future, because we are fighting to protect our democracy, our freedoms, and our future.",Donald Trump,Arizona,-1,-1
"And look, we all know who Donald Trump is.",Donald Trump,Arizona,0,0
This is not because here's the thing we all know he is not someone who is thinking about how to make your life better.,Donald Trump,Arizona,-1,-1
"We can picture the Oval Office, right: and if he is elected on day one, Donald Trump would walk into that office with an enemies list.",Donald Trump,Arizona,-1,-1
